"team","birth_date","age","player_id","position","full_name"
"NULL","1992-12-05","27","2611","WR","Kasen Williams"
"NULL","NULL","NULL","3019","WR","James Butler"
"NULL","1991-10-28","33","2943","RB","Mark Weisman"
"NULL","1995-11-03","28","7992","TE","Matt Bushman"
"NULL","1980-08-06","37","662","QB","Seneca Wallace"
"NULL","2000-03-19","25","8202","WR","Michael Woods"
"NULL","1990-03-12","33","1067","WR","Marvin Jones"
"NULL","1986-12-27","35","323","RB","Jamaal Charles"
"NULL","1992-10-25","32","2381","WR","Chris Conley"
"CAR","2003-03-27","22","11600","TE","Ja'Tavion Sanders"
"NULL","1994-10-29","27","4475","QB","Sefo Liufau"
"NULL","1993-03-07","28","3532","RB","Kenneth Farrow"
"NULL","1981-12-31","36","673","QB","Jason Campbell"
"NULL","1992-03-07","29","2917","TE","Brian Vogler"
"NULL","1988-07-12","33","676","RB","LeSean McCoy"
"NULL","1998-08-04","26","12126","TE","Isaac Rex"
"NULL","1996-08-17","27","6553","RB","Austin Walter"
"NULL","1997-02-15","27","5980","RB","Myles Gaskin"
"NULL","1991-02-17","30","1903","WR","Taylor Gabriel"
"PHI","2000-04-27","25","9230","QB","Tanner McKee"
"CHI","1995-08-09","29","5008","TE","Durham Smythe"
"NULL","1995-02-19","26","5785","RB","James Butler"
"NULL","1996-08-24","25","6628","WR","Ventell Bryant"
"NULL","1997-12-04","27","8665","TE","Armani Rogers"
"NULL","1998-09-08","25","10651","RB","Mohamed Ibrahim"
"NULL","1996-03-21","26","4160","WR","Josh Malone"
"NULL","1996-11-06","25","6269","QB","Kyle Shurmur"
"NULL","1987-10-22","32","1704","RB","Chase Reynolds"
"NULL","1992-12-30","32","2939","WR","Javess Blue"
"NULL","NULL","NULL","12454","TE","Eli Stowers"
"LAC","2001-09-06","23","9754","WR","Quentin Johnston"
"NULL","1995-03-13","26","5760","WR","Josh Crockett"
"NULL","1996-09-29","25","5112","RB","Bo Scarbrough"
"NULL","1993-02-19","29","2431","RB","Mike Davis"
"NULL","1991-06-01","26","1324","RB","Edwin Baker"
"NULL","1989-11-14","35","2752","WR","Trent Steelman"
"NULL","1995-07-06","26","5800","RB","Justin Stockton"
"NULL","1994-04-22","27","4607","QB","Zach Conque"
"NULL","NULL","NULL","12363","WR","Xavier Wade"
"NULL","2000-09-17","23","11126","TE","Michael Ezeike"
"NULL","1985-08-21","32","348","RB","Shonn Greene"
"IND","1996-11-17","28","6453","WR","D.J. Montgomery"
"NULL","1996-06-06","25","5587","RB","Chris Warren"
"NULL","NULL","NULL","12503","WR","Isaiah Bond"
"NULL","1995-05-02","29","5235","TE","David Wells"
"NULL","1994-09-21","27","5705","WR","John Franklin"
"NULL","2000-06-06","24","11607","WR","Hayden Hatten"
"NULL","2001-06-15","23","11580","RB","Dillon Johnson"
"NULL","1994-07-06","28","3177","WR","Corey Coleman"
"NULL","1986-10-10","33","659","RB","Cedric Peerman"
"NULL","1989-06-20","32","1020","WR","Terrelle Pryor"
"NULL","1994-05-21","27","4537","RB","Jordan Johnson"
"NULL","1992-06-10","28","2095","WR","Rashad Lawrence"
"NULL","1994-06-01","28","5570","WR","Chad Beebe"
"NULL","NULL","NULL","13238","WR","Winston Wright"
"TEN","NULL","NULL","13210","TE","Drake Dabney"
"NULL","1984-08-09","37","233","QB","Matt Moore"
"NULL","1986-03-19","34","78","RB","Ahmad Bradshaw"
"NULL","1995-11-14","26","6446","RB","Jon Hilliman"
"NULL","1984-10-04","35","749","TE","Zach Miller"
"MIA","1996-11-07","28","6894","TE","Mitchell Wilcox"
"NULL","1990-03-06","27","2293","RB","Demitrius Bronson"
"NULL","NULL","NULL","12786","TE","Anthony Landphere"
"NULL","1992-11-07","29","3440","QB","Josh Woodrum"
"NULL","1987-08-27","33","326","RB","Darren McFadden"
"NULL","1992-06-21","26","2848","WR","Kyle Prater"
"NULL","1993-03-18","28","4806","RB","Brandon Radcliff"
"CAR","NULL","NULL","7618","WR","Micah Simon"
"IND","2002-10-08","22","11625","WR","Adonai Mitchell"
"NULL","1993-11-19","28","4767","QB","Dane Evans"
"MIA","2001-01-27","24","12389","TE","Hayden Rucci"
"NULL","1994-02-27","27","4610","WR","Deante' Gray"
"NULL","1994-07-08","27","5747","WR","Kayaune Ross"
"NULL","1997-03-20","27","11540","TE","La'Michael Pettway"
"NULL","1989-01-06","36","2922","TE","Devin Mahina"
"NO","1999-06-22","26","6938","RB","Cam Akers"
"NULL","1996-07-30","25","7367","WR","Will Hastings"
"NULL","1992-05-06","26","2638","WR","Reggie Bell"
"NULL","2000-08-17","24","11080","WR","Malik Knowles"
"NULL","1997-04-25","25","7972","TE","Tony Poljan"
"ATL","1995-04-03","30","4198","WR","Jamal Agnew"
"NULL","1995-10-14","26","4938","WR","Speedy Noil"
"NULL","1997-04-16","24","6552","WR","Malik Henry"
"MIA","2001-05-16","24","11821","WR","Tahj Washington"
"NULL","1991-02-05","30","2182","WR","Kelvin Benjamin"
"NULL","1991-02-03","30","1485","TE","Gavin Escobar"
"NULL","1990-02-08","31","1455","QB","Zac Dysert"
"NULL","1993-05-08","28","3655","WR","Reggie Diggs"
"NULL","2000-02-24","22","8407","RB","T.J. Pledger"
"NULL","1992-08-29","32","2800","WR","Mario Hull"
"LAC","1999-12-23","25","7537","RB","Jaret Patterson"
"IND","2003-08-26","21","12471","RB","DJ Giddens"
"SF","2004-03-29","21","12467","RB","Jordan James"
"NULL","1989-12-27","35","2909","TE","Beau Gardner"
"NULL","1997-07-08","24","5889","RB","Bryce Love"
"NULL","1983-11-24","36","250","TE","Matt Spaeth"
"NULL","1993-04-21","25","3905","TE","Mandel Dixon"
"NULL","1992-10-13","32","2577","WR","Devante Davis"
"NULL","1988-07-22","30","2615","WR","Doug McNeil"
"NULL","1996-01-28","27","5661","WR","Chris Lacy"
"NULL","1996-08-19","25","6439","TE","Hale Hentges"
"NULL","1991-04-06","26","2177","RB","Jerome Smith"
"MIA","2000-01-25","25","8114","WR","Erik Ezukanma"
"NULL","1994-01-18","28","3503","WR","Geronimo Allison"
"NO","2000-06-27","25","8144","WR","Chris Olave"
"LAC","2002-03-18","23","11621","WR","Brenden Rice"
"MIA","1995-10-06","29","6529","TE","Chris Myarick"
"BUF","1996-05-21","29","4984","QB","Josh Allen"
"NULL","1999-11-15","25","11053","WR","Antoine Green"
"NULL","1982-11-14","34","388","QB","Kyle Orton"
"NULL","1998-01-01","24","7234","WR","Maurice Ffrench"
"NULL","1992-02-03","30","1848","RB","James White"
"DET","2003-03-24","22","12938","WR","Jackson Meeks"
"NULL","1998-02-16","26","7579","WR","Austin Watkins"
"NULL","2000-08-01","24","12029","WR","Tyler Harrell"
"NULL","1991-01-04","26","2124","TE","Jacob Maxwell"
"NULL","1999-03-19","22","7580","WR","Khalil McClain"
"IND","1993-09-17","24","4937","WR","Al Riles"
"NYJ","NULL","NULL","12907","WR","Quentin Skinner"
"NULL","1995-03-09","26","4328","WR","Jerome Lane"
"NULL","1989-02-08","35","947","WR","Julio Jones"
"NULL","1992-09-15","28","1937","RB","Bishop Sankey"
"NULL","1990-04-26","31","1957","QB","Tom Savage"
"NULL","1996-03-10","25","6261","WR","Reggie White"
"NULL","1999-09-03","22","7582","WR","Jhamon Ausbon"
"IND","2001-08-12","23","9500","WR","Josh Downs"
"IND","2001-04-06","24","11762","WR","Anthony Gould"
"PHI","1998-03-27","27","7602","TE","Kylen Granson"
"TEN","2002-10-04","22","12516","RB","Kalel Mullings"
"NULL","1997-03-17","22","6313","WR","Duplicate Player"
"NULL","1990-07-07","31","1564","RB","Benny Cunningham"
"TEN","1999-12-26","25","12357","TE","David Martin-Robinson"
"NYJ","1993-08-05","28","3668","TE","Joshua Perkins"
"NULL","1998-10-22","24","11231","TE","Christian Trahan"
"NYJ","1999-08-12","25","11130","WR","Pokey Wilson"
"NULL","1989-04-04","32","1411","QB","Landry Jones"
"NULL","1996-03-22","25","6318","RB","Jordan Ellis"
"NULL","1991-04-25","30","1048","RB","Lamar Miller"
"LAC","1996-07-08","29","5010","TE","Will Dissly"
"BUF","1997-09-17","27","6039","RB","Ty Johnson"
"SF","1998-03-17","27","6803","WR","Brandon Aiyuk"
"NULL","1992-04-29","26","2928","TE","John Peters"
"NULL","1990-05-11","28","1691","WR","Chuck Jacobs"
"NULL","1989-01-25","31","891","WR","Vincent Brown"
"JAX","2004-08-05","21","12544","RB","LeQuint Allen"
"NULL","1999-09-08","23","11249","RB","Chris Smith"
"BAL","2000-09-11","24","9997","WR","Zay Flowers"
"NULL","1995-01-18","26","5407","RB","Ervin Philips"
"NULL","1996-03-21","28","6032","WR","Keelan Doss"
"NULL","NULL","NULL","7512","RB","Aaron Smith"
"NULL","1991-11-12","26","2722","TE","Jimmay Mundine"
"NYG","2000-03-26","25","8172","TE","Greg Dulcich"
"NULL","1994-01-27","27","4730","TE","Sam Cotton"
"NULL","1998-09-11","24","11359","WR","Kody Case"
"NULL","1983-04-29","37","416","QB","Jay Cutler"
"NULL","1985-06-20","35","144","QB","Matt Flynn"
"NULL","1996-05-02","26","7092","WR","Chris Finke"
"NULL","1992-07-22","32","2916","WR","Ify Umodu"
"NULL","1999-11-10","25","12398","WR","Jadon Janke"
"NULL","1989-12-16","30","1033","RB","Chris Polk"
"NULL","2001-05-30","24","9222","RB","Zach Evans"
"NULL","1998-04-13","26","7576","TE","Sage Surratt"
"CLE","2004-07-20","21","12506","TE","Harold Fannin"
"NULL","1999-01-21","23","7613","WR","Jonathan Adams"
"NULL","1999-08-10","23","8222","WR","Josh Johnson"
"NULL","1993-09-10","29","2331","WR","Breshad Perriman"
"NULL","NULL","NULL","12093","WR","Geordon Porter"
"NULL","1998-01-01","26","8193","QB","E.J. Perry"
"TB","2000-02-20","25","11421","WR","Ryan Miller"
"NULL","1995-01-06","28","6778","QB","Chris Streveler"
"ARI","1997-02-14","28","7050","TE","Josiah Deguara"
"NULL","1998-01-13","24","7903","TE","Briley Moore"
"NULL","NULL","NULL","8141","WR","Player Invalid"
"NULL","1995-12-02","26","5395","RB","Shaun Wilson"
"NULL","1999-03-03","25","8706","TE","Kehinde Oginni"
"NULL","1995-08-23","26","5464","RB","De'Lance Turner"
"PIT","1995-08-22","29","4144","TE","Jonnu Smith"
"CAR","1999-10-21","25","12009","QB","Jack Plummer"
"NYG","2001-01-05","24","8126","WR","Wan'Dale Robinson"
"PHI","2000-02-16","25","11773","RB","Keilan Robinson"
"NULL","1993-07-01","31","3551","QB","Max Wittek"
"DEN","1998-07-11","27","8249","TE","Lucas Krull"
"NULL","1988-08-23","36","2914","RB","Luke Lundy"
"LAR","1997-09-21","27","11168","WR","Xavier Smith"
"TEN","1996-07-26","29","6853","WR","Van Jefferson"
"NULL","1997-04-21","27","6557","WR","Jeff Smith"
"NULL","1995-02-14","26","3168","QB","Christian Hackenberg"
"NULL","1998-03-22","25","11537","RB","Wayne Taulapapa"
"NULL","1990-09-04","34","2771","WR","Jimmie Hunt"
"NULL","1990-09-25","26","1850","QB","Tajh Boyd"
"IND","1998-07-28","27","8489","TE","Drew Ogletree"
"NULL","1994-10-02","27","5239","QB","Lamar Jordan"
"TB","1999-04-24","26","8801","WR","Dennis Houston"
"DET","2002-10-06","22","12954","RB","Kye Robichaux"
"NULL","1998-02-04","25","8571","WR","Ra'Shaun Henry"
"NULL","1991-08-27","30","2430","RB","Javorius Allen"
"NULL","2001-11-10","23","11943","RB","Michael Wiley"
"NULL","NULL","NULL","12458","WR","Deion Burks"
"DET","1995-12-21","29","6239","WR","Malik Taylor"
"NULL","1979-06-23","39","654","RB","LaDainian Tomlinson"
"NULL","NULL","NULL","11438","WR","Dallas Daniels"
"ARI","1994-06-22","27","4451","WR","Isaac Whitney"
"NULL","1985-07-02","36","5820","RB","BenJarvus Green-Ellis"
"NULL","1994-08-21","27","5286","QB","Austin Allen"
"NULL","1989-09-23","30","2276","WR","Kevin Norwood"
"NULL","2000-08-19","23","8120","RB","Jerrion Ealy"
"NULL","1995-01-03","27","5752","RB","Sherman Badie"
"NULL","1999-01-24","22","6789","WR","Henry Ruggs"
"NULL","1992-10-22","24","1938","WR","Josh Stewart"
"NULL","1990-01-29","31","1471","WR","Brice Butler"
"SF","2000-03-09","25","11851","QB","Carter Bradley"
"NULL","1985-09-04","35","397","TE","Brandon Myers"
"CHI","1998-03-24","27","8235","WR","Samori Toure"
"LV","NULL","NULL","13122","TE","Carter Runyon"
"KC","2000-09-10","24","8168","WR","Skyy Moore"
"NULL","1992-03-24","32","2446","TE","MyCole Pruitt"
"NULL","1992-03-06","32","2567","QB","Bryan Bennett"
"NULL","2000-01-01","23","11528","WR","Garett Maag"
"NULL","2002-01-08","23","11946","WR","Marcus Rosemy-Jacksaint"
"NULL","1995-04-10","26","4823","WR","Keevan Lucas"
"DEN","1995-10-10","29","5045","WR","Courtland Sutton"
"NULL","1998-06-26","24","11388","QB","Nolan Henderson"
"NYG","2001-09-25","23","9497","WR","Jalin Hyatt"
"NULL","1996-08-05","25","6591","TE","Charles Jones"
"NULL","1997-12-19","24","7175","WR","Chris Rowland"
"NULL","1986-09-28","33","769","WR","Jordan Norwood"
"TB","2001-04-02","24","9492","WR","Trey Palmer"
"NULL","1994-02-01","27","4774","RB","De'Mard Llorens"
"NULL","1993-11-26","28","3934","RB","Troymaine Pope"
"NULL","1987-10-12","32","3653","TE","Brandon Williams"
"NULL","1989-06-02","31","1715","TE","Cooper Helfet"
"NULL","1995-12-07","29","6665","TE","Jody Fortson"
"DEN","NULL","NULL","12772","WR","Courtney Jackson"
"NULL","1990-09-18","31","3552","WR","Wendall Williams"
"NULL","1998-08-13","25","8570","WR","Derek Wright"
"NULL","1981-11-06","35","63","RB","Vonta Leach"
"ARI","2001-04-11","24","8122","RB","Bam Knight"
"CAR","1999-06-11","26","7594","RB","Chuba Hubbard"
"NULL","1994-07-22","29","5120","QB","Danny Etling"
"NULL","1986-04-27","31","1003","WR","Trindon Holliday"
"NULL","1989-12-06","30","1201","WR","Chris Givens"
"NULL","1994-01-16","27","4853","QB","Jerod Evans"
"NULL","1994-02-28","28","4536","TE","Jason Croom"
"NULL","1994-11-02","27","4940","TE","DeSean Smith"
"NULL","1998-04-07","24","6879","WR","Quartney Davis"
"NULL","1990-06-30","30","1347","TE","Chris Gragg"
"DAL","1999-03-11","26","11508","TE","Princeton Fant"
"NULL","1993-09-28","28","5427","WR","LaQuvionte Gonzalez"
"NULL","1994-04-21","30","3852","WR","Jaydon Mickens"
"DEN","1997-12-12","27","11834","WR","Devaughn Vele"
"NULL","1986-12-05","35","730","RB","LeGarrette Blount"
"NULL","1990-04-07","30","1635","TE","Timothy Wright"
"NULL","1993-09-26","24","3858","WR","Miles Shuler"
"NULL","1994-11-02","25","7099","QB","Tom Flacco"
"NULL","1993-03-05","32","2981","RB","Ross Scheuerman"
"DEN","NULL","NULL","13208","WR","Kyrese White"
"NULL","1995-05-26","26","4342","WR","Quincy Adeboyejo"
"NULL","1991-04-25","26","1801","WR","Quron Pratt"
"NULL","1997-06-13","24","7452","WR","Josh Pearson"
"NULL","1996-09-10","25","5252","RB","Ray Lawry"
"NULL","2000-04-20","25","11493","TE","Jordan Murray"
"NULL","1986-02-23","34","502","TE","Bear Pascoe"
"NULL","2000-02-11","24","12341","RB","Markese Stepp"
"NULL","1994-09-24","27","5246","TE","Jake Roh"
"NULL","1985-03-23","32","293","RB","Maurice Jones-Drew"
"NULL","1984-06-30","36","122","WR","Miles Austin"
"NULL","1995-02-24","26","5254","WR","Jimmy Williams"
"NULL","1994-01-25","27","3348","WR","Kolby Listenbee"
"NULL","1993-06-19","28","3701","WR","Ed Eagan"
"NULL","1994-04-18","27","5624","RB","Keith Ford"
"PHI","1998-04-23","27","6850","TE","Harrison Bryant"
"ATL","1996-10-15","28","5096","WR","Ray-Ray McCloud"
"NULL","1992-09-17","32","3811","RB","Alstevis Squirewell"
"NULL","1995-10-28","26","7100","WR","Derrick Dillon"
"KC","1995-08-06","30","4098","RB","Kareem Hunt"
"NULL","1989-05-30","31","835","WR","Greg Little"
"BAL","1999-02-10","26","8127","TE","Charlie Kolar"
"NULL","1999-12-09","25","12001","WR","Lawrence Keys"
"ATL","2000-11-27","24","12883","TE","Joshua Simon"
"NULL","1994-06-29","27","5103","TE","Dylan Cantrell"
"TB","1993-02-10","32","3200","WR","Sterling Shepard"
"NULL","1994-06-25","30","4089","TE","Gerald Everett"
"NULL","1998-04-18","25","8760","TE","Dre Miller"
"NULL","NULL","NULL","8418","WR","Jared Smart"
"GB","1996-10-31","25","6175","RB","Kerrith Whyte"
"NULL","1993-09-03","28","3878","TE","Austin Traylor"
"NULL","1992-10-15","31","2390","TE","Tyler Kroft"
"NULL","1993-10-02","28","2341","RB","T.J. Yeldon"
"NULL","1994-01-29","27","3393","WR","Devin Fuller"
"NULL","1996-09-11","26","8888","WR","Kameron Brown"
"HOU","1994-05-04","31","4718","RB","Dare Ogunbowale"
"NULL","1999-06-06","24","8431","QB","Chase Garbers"
"NYG","1999-08-29","25","7559","WR","Ihmir Smith-Marsette"
"NULL","2000-09-28","22","11536","WR","Milton Wright"
"NULL","1994-03-07","27","5779","WR","Blake Jackson"
"NULL","1993-06-29","31","3520","WR","Jay Lee"
"NULL","1993-05-15","29","2588","RB","Malcolm Brown"
"NO","2001-01-10","24","11748","WR","Bub Means"
"NO","1995-01-26","24","5744","WR","Eldridge Massington"
"NE","2001-03-01","24","12412","RB","Terrell Jennings"
"NO","2000-03-30","25","8200","WR","Kevin Austin"
"NULL","1988-07-26","35","886","RB","Taiwan Jones"
"NULL","1985-03-26","35","380","RB","Rashad Jennings"
"LAC","1998-03-09","27","7528","RB","Najee Harris"
"NULL","1987-09-04","33","896","QB","Scott Tolzien"
"PIT","1999-02-28","26","8745","WR","Lance McCutcheon"
"NULL","1997-04-17","26","7319","WR","Jeff Cotton"
"NULL","1994-05-17","27","3840","WR","Max McCaffrey"
"NULL","1992-01-16","29","2686","TE","Khari Lee"
"CAR","1998-06-05","27","8255","RB","Raheem Blackshear"
"NULL","1998-01-09","26","8915","QB","Drew Plitt"
"LV","2001-07-06","24","9482","TE","Michael Mayer"
"NULL","1983-09-21","36","264","WR","Greg Jennings"
"NULL","1992-03-21","32","2639","WR","Tony Jones"
"NULL","1999-01-26","24","8191","WR","Slade Bolden"
"NULL","1989-11-01","27","1256","TE","Michael Egnew"
"PIT","1982-03-02","39","138","QB","Ben Roethlisberger"
"NULL","1995-05-12","26","4526","WR","Krishawn Hogan"
"NULL","1992-11-09","27","2766","RB","Alonzo Harris"
"NULL","1991-01-28","29","1912","RB","Terrance West"
"NULL","1999-11-08","25","11924","QB","Tanner Mordecai"
"NULL","1993-07-28","28","3412","RB","Devon Johnson"
"NULL","2001-04-26","23","11862","TE","Luke Benson"
"NULL","NULL","NULL","6617","WR","Andre Lindsey"
"NULL","1979-05-12","41","169","WR","Steve Smith"
"NULL","1996-01-12","26","6727","WR","Joe Walker"
"NULL","1991-07-06","33","1842","WR","Derrick Johnson"
"NULL","1994-05-20","27","3204","RB","C.J. Prosise"
"NULL","1998-11-26","26","8800","RB","Malik Davis"
"NULL","1983-01-27","35","393","QB","Bruce Gradkowski"
"NULL","1996-11-10","25","7941","RB","Nick Ralston"
"NULL","1996-12-17","28","7337","WR","Easop Winston"
"NULL","1995-02-19","30","4435","TE","Anthony Firkser"
"NULL","1979-06-12","38","5","TE","Dallas Clark"
"NULL","NULL","NULL","6106","RB","Taiwan Deal"
"LAC","2001-08-08","23","12803","WR","Luke Grimm"
"NULL","NULL","NULL","7532","RB","Rakeem Boyd"
"WAS","1999-07-29","26","11558","QB","Sam Hartman"
"NULL","1985-07-04","35","130","WR","Eric Weems"
"NULL","1997-11-16","25","8573","WR","Talolo Limi-Jones"
"NULL","1991-01-27","30","1065","TE","Orson Charles"
"NULL","1990-09-08","30","1477","TE","Mychal Rivera"
"NULL","1999-11-12","24","8239","RB","Ricky Person"
"DEN","1999-10-26","25","10863","WR","A.T. Perry"
"HOU","1999-05-11","26","11969","WR","Xavier Johnson"
"NULL","1990-02-06","31","1290","WR","Jermaine Kearse"
"CHI","2001-01-31","24","10235","RB","Roschon Johnson"
"NULL","1981-07-12","40","248","QB","Luke McCown"
"NULL","1994-11-08","27","4398","RB","De'Veon Smith"
"SF","NULL","NULL","12743","WR","Junior Bergen"
"NULL","1991-03-30","29","2074","WR","Devin Street"
"IND","1995-06-14","30","3155","WR","Laquon Treadwell"
"NULL","NULL","NULL","12278","QB","Jacob Sirmon"
"MIN","2000-09-16","24","8162","QB","Sam Howell"
"CHI","2001-11-18","23","11560","QB","Caleb Williams"
"NULL","1991-11-23","28","2247","WR","Walter Powell"
"NULL","1999-01-28","24","8196","WR","Ty Fryfogle"
"NULL","1993-03-17","31","2927","RB","Keshawn Hill"
"NULL","1990-03-01","30","1247","WR","Griff Whalen"
"CHI","1998-08-07","27","6012","RB","Travis Homer"
"CHI","2001-10-12","23","9490","WR","Tyler Scott"
"NULL","1987-12-25","34","560","WR","Demaryius Thomas"
"NULL","2000-05-19","23","8149","RB","Master Teague"
"NULL","1992-01-14","31","2476","TE","James O'Shaughnessy"
"NULL","1997-02-03","26","5130","WR","Auden Tate"
"NULL","1992-10-30","27","2104","RB","Ka'Deem Carey"
"NULL","1988-04-09","29","1154","WR","Ryan Broyles"
"NULL","1984-05-07","37","181","QB","Drew Stanton"
"NYG","1993-10-21","28","4349","RB","Taquan Mizzell"
"NULL","1987-12-07","32","913","RB","Shaun Draughn"
"NULL","1992-02-17","31","2821","WR","Jake Kumerow"
"NULL","1988-03-17","32","971","TE","Rob Housler"
"LAC","1999-01-02","26","6798","WR","Jalen Reagor"
"NULL","1993-11-29","28","4861","TE","Kent Taylor"
"NULL","1999-01-29","25","8441","WR","Justin Hall"
"NULL","1994-12-07","27","6593","WR","Spencer Schnell"
"NULL","1996-01-30","25","6359","WR","C.J. Worton"
"NULL","1997-01-05","26","7351","WR","Kirk Merritt"
"NULL","1990-07-16","30","1106","RB","Vick Ballard"
"NULL","1993-04-26","28","5588","TE","Paul Butler"
"NULL","1991-01-03","34","2905","WR","Josh Reese"
"NULL","2000-01-10","25","12402","RB","Ramon Jefferson"
"NULL","1991-08-22","26","1867","WR","Jace Davis"
"NULL","1996-11-02","25","7455","WR","John Hurst"
"DET","1996-11-16","28","8041","TE","Shane Zylstra"
"NULL","1990-03-30","30","1765","WR","Myles White"
"NO","1995-07-25","30","4035","RB","Alvin Kamara"
"NULL","1999-11-15","25","11989","RB","D.J. Williams"
"NULL","1991-06-09","29","1441","RB","Kerwynn Williams"
"NULL","1992-10-08","32","2557","QB","Jerry Lovelocke"
"PIT","1998-07-26","27","8756","WR","Brandon Johnson"
"NULL","1997-04-12","24","6036","WR","Ryan Davis"
"NULL","NULL","NULL","6596","QB","Jalan McClendon"
"NULL","1995-04-21","26","3464","WR","Marquez North"
"NULL","1998-01-26","26","7546","WR","Tre Nixon"
"NULL","1992-05-20","29","2836","WR","Kenny Cook"
"LAR","2002-12-29","22","11569","RB","Jarquez Hunter"
"NULL","1990-04-28","30","1544","QB","Sean Renfree"
"NULL","NULL","NULL","5401","WR","Armanti Foreman"
"JAX","2001-03-05","24","12114","WR","Joshua Cephus"
"NULL","1993-03-09","28","4805","WR","Pig Howard"
"NULL","NULL","NULL","11538","RB","Toriano Clinton"
"NULL","1993-08-17","28","3803","RB","Elijhaa Penny"
"NULL","1998-07-13","23","7079","RB","Pete Guerriero"
"NULL","1994-08-26","30","5709","QB","Luis Perez"
"NULL","1992-01-18","28","1906","WR","Jonathan Krause"
"NULL","1996-09-20","25","7015","TE","Jacob Breeland"
"KC","1999-11-04","25","11320","WR","Nikko Remigio"
"NULL","1995-09-15","26","4644","WR","Travis Rudolph"
"NULL","2001-02-27","23","12097","WR","Ayir Asante"
"ARI","2001-09-17","23","11716","TE","Tip Reiman"
"NULL","1994-05-09","27","4719","WR","Chris Thompson"
"NULL","1992-05-30","29","2653","TE","Brian Parker"
"NULL","1994-12-13","29","6753","RB","Derrick Gore"
"NULL","1992-08-27","28","1990","QB","Stephen Morris"
"NULL","1993-08-31","28","6763","WR","Reggie Begelton"
"NULL","NULL","NULL","12166","RB","Trey Potts"
"NULL","1996-06-12","25","6443","QB","Eric Dungey"
"NULL","NULL","NULL","8102","TE","DeShon Williams"
"NO","1995-11-20","29","5113","WR","Cedrick Wilson"
"DAL","1999-10-27","25","11783","WR","Ryan Flournoy"
"NULL","1998-04-27","25","11197","TE","Joel Honigford"
"NULL","1992-12-11","27","2633","RB","Trey Williams"
"NULL","NULL","NULL","8813","WR","Anthony Turner"
"NULL","1997-12-13","26","8421","WR","Mike Harley"
"NULL","1991-02-01","34","2570","WR","Donatella Luckett"
"NULL","1992-11-09","32","3570","RB","Brandon Ross"
"NULL","1991-03-10","26","1409","WR","Justin Brown"
"NULL","NULL","NULL","12551","TE","Colin Granger"
"NULL","1999-12-26","25","11850","WR","Jeff Foreman"
"NULL","1998-07-30","26","6822","QB","Jake Fromm"
"NULL","1998-09-29","24","11419","WR","Kade Warner"
"NULL","1999-04-20","23","8892","WR","Keric Wheatfall"
"NULL","1988-05-28","32","429","WR","Percy Harvin"
"NULL","1999-12-15","25","8140","WR","Justyn Ross"
"NULL","1989-12-28","30","1720","RB","Khiry Robinson"
"NULL","1996-09-25","23","7110","QB","Kelly Bryant"
"NULL","2001-06-20","23","11024","WR","Grant DuBose"
"NULL","1993-04-23","31","3362","QB","Jeff Driskel"
"NULL","1984-03-04","33","241","RB","Spencer Larsen"
"NULL","1994-01-24","27","3253","WR","Leonte Carroo"
"NULL","NULL","NULL","13022","RB","Sone Ntoh"
"NULL","1994-02-07","28","4588","QB","Kyle Sloter"
"BAL","NULL","NULL","4683","QB","Aaron Bailey"
"DAL","1998-09-28","26","10871","TE","Luke Schoonmaker"
"NULL","1997-01-25","24","7309","WR","Siaosi Mariner"
"NULL","1997-08-01","25","6155","WR","Jaylen Smith"
"NULL","2002-07-29","23","13222","WR","Montana Lemonious-Craig"
"NULL","1988-05-29","33","1223","TE","Garrett Celek"
"NULL","1987-07-24","33","936","RB","Matt Asiata"
"GB","1999-05-08","26","11435","RB","Emanuel Wilson"
"NULL","1982-11-24","39","333","QB","Ryan Fitzpatrick"
"CHI","NULL","NULL","12746","WR","JP Richardson"
"NULL","NULL","NULL","12443","TE","Devon Garrison"
"ARI","1992-12-11","32","3257","QB","Jacoby Brissett"
"NULL","2000-04-12","23","11413","RB","Ronnie Brown"
"NULL","1985-11-15","31","2076","WR","L'Damian Washington"
"NULL","1990-01-11","33","1425","TE","Ryan Griffin"
"NULL","1996-09-12","25","5918","RB","Rodney Anderson"
"NULL","NULL","NULL","8242","RB","Shermari Jones"
"NULL","1989-12-02","32","1232","RB","Robert Turbin"
"NULL","1986-05-25","31","68","WR","Mario Manningham"
"NULL","1994-10-06","27","5237","QB","Chad Kanoff"
"HOU","2001-10-03","23","9758","QB","C.J. Stroud"
"NULL","1984-09-25","32","315","TE","Dustin Keller"
"NULL","1993-03-03","31","3199","WR","Michael Thomas"
"ARI","2000-10-27","24","10231","TE","Elijah Higgins"
"NULL","1998-09-18","24","7085","WR","Isaiah Coulter"
"NULL","NULL","NULL","8707","RB","Tayon Fleet-Davis"
"NULL","1994-09-03","27","4186","RB","T.J. Logan"
"NULL","1992-05-08","29","1975","TE","Erik Swoope"
"PIT","1995-07-17","30","4972","QB","Mason Rudolph"
"NULL","2000-06-14","24","12026","RB","Kobe Lewis"
"NULL","NULL","NULL","8124","TE","Player Invalid"
"PHI","2001-12-11","23","13153","WR","Giles Jackson"
"NULL","1988-07-12","30","3106","QB","Jerrod Johnson"
"NULL","2000-02-08","24","11105","WR","Shaquan Davis"
